tempest1,tempest2,tempest3,tempfollowup1,tempfollowup2,tempfollowup3
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,0.6666666666666666,-0.6666666666666666,1.0,1.0,0.6666666666666666
0.04314529747214291,0.6666666666666666,0.0,1.0,1.0,-1.0
0.0014194855732572176,1.0,-0.3333333333333333,1.0,1.0,0.6666666666666666
-0.027113455838766898,0.0,-0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333
-0.027113455838766898,0.6666666666666666,-0.6666666666666666,1.0,1.0,1.0
0.07096250540473359,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0
NA,NA,NA,NA,NA,NA
0.05705390143843814,0.3333333333333333,-0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333
0.08487110937102882,0.6666666666666666,-0.3333333333333333,1.0,1.0,0.6666666666666666
-0.5977320424158599,0.6666666666666666,-0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
-0.027113455838766898,0.0,-0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0
-0.10612218321097977,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333
0.0014194855732572176,0.0,0.0,1.0,1.0,0.6666666666666666
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.0573226751281426,1.0,-0.3333333333333333,1.0,0.6666666666666666,0.0
0.029236693505847677,0.6666666666666666,-0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666
-0.027113455838766898,0.6666666666666666,-0.6666666666666666,1.0,1.0,0.3333333333333333
0.0014194855732572176,0.6666666666666666,-0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.1982990318118949,0.3333333333333333,NA,1.0,1.0,1.0
0.04314529747214291,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333
0.04314529747214291,0.6666666666666666,-0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666
-0.027113455838766898,0.3333333333333333,-0.3333333333333333,1.0,1.0,0.6666666666666666
-0.0573226751281426,0.6666666666666666,0.0,1.0,1.0,0.0
-0.041999158097299816,0.6666666666666666,-0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333
-0.027113455838766898,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0.6666666666666666,-1.0
0.04314529747214291,0.6666666666666666,0.0,1.0,0.6666666666666666,0.6666666666666666
-0.027113455838766898,0.3333333333333333,-0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0
-0.03450276127645591,0.3333333333333333,-0.3333333333333333,1.0,1.0,0.0
-0.027113455838766898,0.0,-0.6666666666666666,0.0,0.3333333333333333,0.0
0.015328089539552447,0.3333333333333333,-0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333
-0.1982990318118949,0.0,-0.6666666666666666,1.0,0.3333333333333333,-1.0
0.015328089539552447,0.3333333333333333,-0.6666666666666666,0.6666666666666666,0.6666666666666666,-0.6666666666666666
-0.0573226751281426,0.6666666666666666,0.0,1.0,1.0,0.6666666666666666
-0.10612218321097977,0.3333333333333333,-0.3333333333333333,1.0,1.0,0.0
-0.1412371731541855,0.3333333333333333,0.0,1.0,0.6666666666666666,0.3333333333333333
-0.07310361057781622,0.6666666666666666,-0.3333333333333333,1.0,0.6666666666666666,1.0
-0.027113455838766898,0.0,-0.6666666666666666,0.0,0.0,0.0
0.0014194855732572176,0.6666666666666666,0.0,1.0,1.0,0.0
-0.027113455838766898,0.6666666666666666,-0.6666666666666666,1.0,1.0,0.6666666666666666
-0.1982990318118949,0.3333333333333333,0.0,1.0,1.0,0.0
0.029236693505847677,0.0,-0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
-0.0573226751281426,-0.3333333333333333,0.0,1.0,1.0,0.0
-0.43795883817427383,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.0014194855732572176,0.3333333333333333,-0.3333333333333333,1.0,1.0,0.3333333333333333
-0.08936275619263156,0.3333333333333333,-0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333
0.0014194855732572176,0.0,0.0,1.0,1.0,0.0
-0.0573226751281426,0.6666666666666666,0.0,1.0,1.0,1.0
-0.07310361057781622,0.6666666666666666,-0.3333333333333333,0.6666666666666666,1.0,1.0
-0.1503670705394191,0.0,-0.6666666666666666,1.0,0.6666666666666666,0.0
-0.0573226751281426,0.6666666666666666,-0.3333333333333333,1.0,1.0,0.3333333333333333
-0.0573226751281426,0.0,-0.3333333333333333,1.0,1.0,0.0
0.11268831730361928,0.6666666666666666,-0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
0.04314529747214291,0.6666666666666666,-0.3333333333333333,1.0,1.0,1.0
0.015328089539552447,0.0,-0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333
-0.027113455838766898,0.3333333333333333,-0.3333333333333333,0.6666666666666666,0.6666666666666666,-0.3333333333333333
-0.027113455838766898,0.6666666666666666,-0.3333333333333333,0.6666666666666666,0.6666666666666666,-0.6666666666666666
-0.027113455838766898,0.6666666666666666,-0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333
-0.027113455838766898,0.6666666666666666,0.0,1.0,0.6666666666666666,0.3333333333333333
0.04314529747214291,0.3333333333333333,-0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333
0.14050552523620974,0.0,-0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0
-0.027113455838766898,0.6666666666666666,-0.6666666666666666,1.0,1.0,0.6666666666666666
-0.027113455838766898,0.6666666666666666,-0.3333333333333333,1.0,1.0,0.6666666666666666
-0.0573226751281426,0.3333333333333333,-0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0
-0.027113455838766898,0.0,-0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0
0.0014194855732572176,0.0,0.0,1.0,1.0,-0.3333333333333333
-0.0573226751281426,0.6666666666666666,0.0,1.0,1.0,1.0
-0.027113455838766898,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.0,-1.0
0.029236693505847677,0.6666666666666666,-0.3333333333333333,1.0,1.0,0.6666666666666666
-0.0573226751281426,0.3333333333333333,0.0,1.0,1.0,0.3333333333333333
-0.08936275619263156,1.0,0.0,1.0,0.6666666666666666,-0.3333333333333333
NA,0.3333333333333333,0.0,1.0,1.0,1.0
NA,NA,NA,NA,NA,NA
NA,0.6666666666666666,-0.6666666666666666,1.0,1.0,-0.6666666666666666
-0.027113455838766898,0.3333333333333333,-0.3333333333333333,1.0,1.0,0.3333333333333333
-0.027113455838766898,0.6666666666666666,-0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0
0.0014194855732572176,0.3333333333333333,-0.6666666666666666,1.0,0.3333333333333333,-0.6666666666666666
-0.027113455838766898,0.6666666666666666,-0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0
0.0014194855732572176,1.0,-0.3333333333333333,1.0,1.0,0.6666666666666666
0.08487110937102882,0.3333333333333333,-0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333
-0.027113455838766898,0.6666666666666666,-0.6666666666666666,0.6666666666666666,1.0,1.0
-0.0573226751281426,0.3333333333333333,-0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0
-0.027113455838766898,0.3333333333333333,-0.6666666666666666,1.0,0.6666666666666666,0.0
0.05705390143843814,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
NA,NA,NA,NA,NA,NA
-0.027113455838766898,0.3333333333333333,-0.6666666666666666,1.0,1.0,0.0
-0.10612218321097977,0.6666666666666666,-0.6666666666666666,0.6666666666666666,1.0,-1.0
-0.027113455838766898,0.3333333333333333,-0.6666666666666666,1.0,1.0,0.6666666666666666
-0.027113455838766898,0.6666666666666666,-0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333
-0.17865478538874902,0.6666666666666666,0.0,0.0,-0.3333333333333333,-0.3333333333333333
-0.027113455838766898,0.6666666666666666,-0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333
0.04314529747214291,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
0.0014194855732572176,0.6666666666666666,-0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333
0.04314529747214291,0.0,-0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333
0.04314529747214291,0.3333333333333333,-0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333
-0.10612218321097977,0.6666666666666666,0.0,1.0,1.0,0.3333333333333333
-0.027113455838766898,0.3333333333333333,-0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333
-0.0573226751281426,1.0,-0.3333333333333333,1.0,0.3333333333333333,0.0
0.04314529747214291,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0
0.0014194855732572176,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
-0.12340534232365141,0.6666666666666666,-0.3333333333333333,1.0,1.0,0.3333333333333333
-0.0573226751281426,0.6666666666666666,-0.3333333333333333,1.0,1.0,0.0
-0.027113455838766898,0.6666666666666666,-0.3333333333333333,1.0,1.0,0.6666666666666666
0.0014194855732572176,0.0,-0.6666666666666666,1.0,1.0,0.6666666666666666
